text,corrected,exists
you'll,youell,False
i'll,iell,False
heart's,heartes,False
't,et,False
worship's,worshipes,False
what's,whates,False
o'clock,oeclock,False
there's,therees,False
he's,hees,False
i'll,iell,False
i'll,iell,False
what's,whates,False
o'er,oeer,False
spar'd,spared,False
honour's,honoures,False
she's,shees,False
condemn'd,condemned,True
remov'd,removed,True
for't,foret,False
you're,youere,False
what's,whates,False
what's,whates,False
'twixt,etwixt,False
condemn'd,condemned,True
fault's,faultes,False
condemn'd,condemned,True
give't,giveet,False
o'er,oeer,False
do't,doet,False
do't,doet,False
touch'd,touched,True
he's,hees,False
sentenc'd,sentenced,False
'tis,etis,False
'longs,elongs,False
king's,kinges,False
marshal's,marshales,False
judge's,judgees,False
'twere,etwere,False
there's,therees,False
that's,thates,False
he's,hees,False
prepar'd,prepared,True
there's,therees,False
dar'd,dared,False
th',the,True
answer'd,answered,False
'tis,etis,False
new-conceiv'd,new-conceived,False
hatch'd,hatched,False
dismiss'd,dismissed,False
giant's,giantes,False
that's,thates,False
ne'er,neeer,False
split'st,splitest,False
he's,hees,False
assur'd,assured,True
he's,hees,False
perceive't,perceiveet,False
'tis,etis,False
thou'rt,thouert,False
o',oe,True
captain's,captaines,False
advis'd,advised,True
o',oe,True
't,et,False
o',oe,True
that's,thates,False
brother's,brotheres,False
brother's,brotheres,False
'tis,etis,False
i'll,iell,False
marr'd,marred,False
'tis,etis,False
'fore,efore,False
what's,whates,False
what's,whates,False
woman's,womanes,False
is't,iset,False
smil'd,smiled,False
wonder'd,wondered,False
what's,whates,False
bless'd,blessed,True
blister'd,blistered,True
sentenc'd,sentenced,False
i'll,iell,False
i'll,iell,False
wrong'd,wronged,True
wrong'd,wronged,True
'tis,etis,False
god's,godes,False
'tis,etis,False
fear'd,feared,True
let's,letes,False
devil's,deviles,False
'tis,etis,False
devil's,deviles,False
who's,whoes,False
well-wish'd,well-wished,False
'tis,etis,False
heaven's,heavenes,False
'tis,etis,False
'tis,etis,False
brother's,brotheres,False
stain'd,stained,False
compell'd,compelled,False
i'll,iell,False
brother's,brotheres,False
brother's,brotheres,False
do't,doet,False
i'll,iell,False
pleas'd,pleased,False
do't,doet,False
i'll,iell,False
that's,thates,False
display'd,displayed,True
i'll,iell,False
desir'd,desired,True
suppos'd,supposed,True
th',the,True
i'd,ied,False
i'd,ied,False
'twere,etwere,False
slander'd,slandered,False
seem'd,seemed,False
prov'd,proved,True
you're,youere,False
express'd,expressed,True
destin'd,destined,False
for't,foret,False
in't,inet,False
believ'd,believed,False
for't,foret,False
outstretch'd,outstretched,False
i'll,iell,False
unsoil'd,unsoiled,True
i',ie,True
i'll,iell,False
o'erweighs,oeerweighs,False
curt'sy,curtesy,True
th',the,True
i'll,iell,False
he'd,heed,True
abhorr'd,abhorred,False
i'll,iell,False
angelo's,angeloes,False
soul's,soules,False
prepar'd,prepared,True
keep'st,keepest,False
death's,deathes,False
labour'st,labourest,False
run'st,runest,False
th',the,True
bear'st,bearest,False
nurs'd,nursed,False
provok'st,provokest,False
fear'st,fearest,False
exist'st,existest,False
striv'st,strivest,False
forget'st,forgetest,False
thou'rt,thouert,False
bear'st,bearest,False
after-dinner's,after-dinneres,False
what's,whates,False
who's,whoes,False
i'll,iell,False
here's,herees,False
conceal'd,concealed,True
what's,whates,False
you'll,youell,False
world's,worldes,False
determin'd,determined,True
to't,toet,False
dar'st,darest,False
father's,fatheres,False
i',ie,True
'tis,etis,False
damned'st,damnedest,False
give't,giveet,False
night's,nightes,False
do't,doet,False
i'd,ied,False
fin'd,fined,False
imprison'd,imprisoned,False
'tis,etis,False
brother's,brotheres,False
is't,iset,False
sister's,sisteres,False
play'd,played,False
ne'er,neeer,False
issu'd,issued,False
i'll,iell,False
sin's,sines,False
'tis,etis,False
what's,whates,False
'he,ehe,False
.',.e,False
luke's,lukees,False
'twas,etwas,False
'tis,etis,False
here's,herees,False
pygmalion's,pygmaliones,False
say'st,sayest,False
is't,iset,False
i',ie,True
'tis,etis,False
'tis,etis,False
'tis,etis,False
to't,toet,False
in't,inet,False
spawn'd,spawned,False
that's,thates,False
'tis,etis,False
'tis,etis,False
you'll,youell,False
i'll,iell,False
he's,hees,False
'scape,escape,True
years',yearse,False
lucio's,lucioes,False
duke's,dukees,False
i',ie,True
day's,dayes,False
spiders',spiderse,False
pond'rous,ponderous,True
despis'd,despised,False
disguis'd,disguised,True
seal'd,sealed,True
seal'd,sealed,True
still'd,stilled,False
displeas'd,displeased,True
pleas'd,pleased,False
'tis,etis,False
circummur'd,circummured,False
back'd,backed,True
ta'en,taeen,False
upon't,uponet,False
o'er,oeer,False
'greed,egreed,False
i',ie,True
possess'd,possessed,True
'tis,etis,False
will't,willet,True
she'll,sheell,False
'remember,eremember,False
.',.e,False
'tis,etis,False
corn's,cornes,False
tithe's,tithees,False
man's,manes,True
wife's,wifees,False
woman's,womanes,False
where's,wherees,False
here's,herees,False
man's,manes,True
man's,manes,True
o'clock,oeclock,False
here's,herees,False
'tis,etis,False
where's,wherees,False
lock'd,locked,True
traveller's,travelleres,False
wholesom'st,wholesomest,False
call'd,called,False
ere't,ereet,False
there's,therees,False
parallel'd,paralleled,False
meal'd,mealed,False
he's,hees,False
spirit's,spirites,False
possess'd,possessed,True
call'd,called,False
profess'd,professed,True
lordship's,lordshipes,False
claudio's,claudioes,False
mercy's,mercyes,False
fault's,faultes,False
let's,letes,False
claudio's,claudioes,False
what's,whates,False
days',dayse,False
claudio's,claudioes,False
death's,deathes,False
duke's,dukees,False
barnardine's,barnardinees,False
amaz'd,amazed,True
overdone's,overdonees,False
here's,herees,False
he's,hees,False
peach-colour'd,peach-coloured,False
kill'd,killed,False
'for,efor,False
lord's,lordes,False
.',.e,False
o',oe,True
what's,whates,False
warrant's,warrantes,False
for't,foret,False
hang'd,hanged,False
that's,thates,False
man's,manes,True
unprepar'd,unprepared,True
claudio's,claudioes,False
inclin'd,inclined,False
'tis,etis,False
prefix'd,prefixed,True
i'll,iell,False
well-balanc'd,well-balanced,False
i'll,iell,False
i'll,iell,False
she's,shees,False
brother's,brotheres,False
brother's,brotheres,False
releas'd,released,False
'tis,etis,False
duke's,dukees,False
mariana's,marianaes,False
i'll,iell,False
who's,whoes,False
to't,toet,False
he's,hees,False
you'll,youell,False
i'll,iell,False
i'll,iell,False
lane's,lanees,False
we'll,weell,False
proclaim'd,proclaimed,False
i',ie,True
i'll,iell,False
deflower'd,deflowered,False
enforc'd,enforced,True
liv'd,lived,True
ta'en,taeen,False
dishonour'd,dishonoured,False
liv'd,lived,True
flavius',flaviuse,False
there's,therees,False
i'm,iem,False
advis'd,advised,True
rul'd,ruled,False
'tis,etis,False
that's,thates,False
ent'ring,entering,True
'gainst,egainst,False
wrong'd,wronged,True
i'd,ied,False
believ'd,believed,False
angelo's,angeloes,False
angelo's,angeloes,False
is't,iset,False
believ'st,believest,False
touch'd,touched,True
'tis,etis,False
wicked'st,wickedest,False
he's,hees,False
he's,hees,False
e'er,eeer,False
condemn'd,condemned,True
condemn'd,condemned,True
that's,thates,False
an't,anet,False
desir'd,desired,True
brother's,brotheres,False
that's,thates,False
wish'd,wished,True
warrant's,warrantes,False
that's,thates,False
pray'd,prayed,False
kneel'd,kneeled,False
refell'd,refelled,False
brother's,brotheres,False
know'st,knowest,False
speak'st,speakest,False
suborn'd,suborned,False
weigh'd,weighed,True
cam'st,camest,False
ripen'd,ripened,False
wrong'd,wronged,True
you'd,youed,False
'tis,etis,False
swing'd,swinged,False
this',thise,False
bless'd,blessed,True
abus'd,abused,False
accus'd,accused,True
he's,hees,False
'gainst,egainst,False
he's,hees,False
accus'd,accused,True
let's,letes,False
i'll,iell,False
ne'er,neeer,False
to't,toet,False
i'll,iell,False
th',the,True
ne'er,neeer,False
isabel's,isabeles,False
let's,letes,False
swor'st,sworest,False
vow'd,vowed,True
belock'd,belocked,False
imagin'd,imagined,False
disvalu'd,disvalued,False
affianc'd,affianced,False
man's,manes,True
's,es,True
touch'd,touched,True
that's,thates,False
think'st,thinkest,False
that's,thates,False
seal'd,sealed,True
'tis,etis,False
deriv'd,derived,True
determin'd,determined,True
we'll,weell,False
i'll,iell,False
she'll,sheell,False
that's,thates,False
here's,herees,False
'tis,etis,False
honour'd,honoured,False
'tis,etis,False
duke's,dukees,False
duke's,dukees,False
villain's,villaines,False
unhallow'd,unhallowed,True
is't,iset,False
suborn'd,suborned,False
we'll,weell,False
'unjust',eunjuste,False
o'er-run,oeer-run,False
countenanc'd,countenanced,False
barber's,barberes,False
'tis,etis,False
talk'd,talked,False
knave's,knavees,False
will't,willet,True
e'er,eeer,False
we'll,weell,False
look'd,looked,True
e'er,eeer,False
amaz'd,amazed,True
attorney'd,attorneyed,False
employ'd,employed,True
pain'd,pained,True
pardon'd,pardoned,False
brother's,brotheres,False
obscur'd,obscured,False
brain'd,brained,False
wrong'd,wronged,True
mariana's,marianaes,False
adjudg'd,adjudged,False
brother's,brotheres,False
'an,ean,True
!',!e,False
fault's,faultes,False
stoop'd,stooped,False
mock'd,mocked,False
i'll,iell,False
brother's,brotheres,False
i'll,iell,False
claudio's,claudioes,False
condemn'd,condemned,True
liv'd,lived,True
govern'd,governed,False
o'ertake,oeertake,False
perish'd,perished,True
suit's,suites,False
reserv'd,reserved,True
what's,whates,False
appear'd,appeared,False
temper'd,tempered,True
'tis,etis,False
squar'st,squarest,False
thou'rt,thouert,False
condemn'd,condemned,True
fellow's,fellowes,False
sav'd,saved,True
pardon'd,pardoned,False
he's,hees,False
here's,herees,False
deserv'd,deserved,True
'faith,efaith,False
whipp'd,whipped,True
hang'd,hanged,False
woman's,womanes,False
wrong'd,wronged,True
there's,therees,False
finish'd,finished,True
whipp'd,whipped,True
hang'd,hanged,False
wrong'd,wronged,True
confess'd,confessed,False
there's,therees,False
claudio's,claudioes,False
you'll,youell,False
what's,whates,False
we'll,weell,False
what's,whates,False
that's,thates,False
uncle's,unclees,False
he'll,heell,False
there's,therees,False
is't,iset,False
a',ae,True
'twere,etwere,False
i',ie,True
god's,godes,False
jade's,jadees,False
i',ie,True
she's,shees,False
there's,therees,False
is't,iset,False
i',ie,True
i',ie,True
leonato's,leonatoes,False
grace's,gracees,False
leonato's,leonatoes,False
'it,eit,False
'twas,etwas,False
.',.e,False
ballad-maker's,ballad-makeres,False
'in,ein,False
.',.e,False
bull's,bulles,False
'here,ehere,False
",'",",e",False
'here,ehere,False
.',.e,False
leonato's,leonatoes,False
she's,shees,False
soldier's,soldieres,False
lik'd,liked,False
return'd,returned,True
lik'd,liked,False
was't,waset,False
began'st,beganest,False
love's,lovees,False
salv'd,salved,False
'tis,etis,False
lov'st,lovest,False
i'll,iell,False
say'st,sayest,False
man's,manes,True
man's,manes,True
man's,manes,True
ta'en,taeen,False
brother's,brotheres,False
what's,whates,False
we'll,weell,False
lady's,ladyes,False
benedick's,benedickes,False
john's,johnes,False
john's,johnes,False
benedick's,benedickes,False
a',ae,True
she's,shees,False
god's,godes,False
'god,egod,False
;',;e,False
'get,eget,False
here's,herees,False
:',:e,False
cousin's,cousines,False
'father,efather,False
:',:e,False
'father,efather,False
.',.e,False
i'll,iell,False
adam's,adames,False
philemon's,philemones,False
thatch'd,thatched,False
here's,herees,False
there's,therees,False
'hundred,ehundred,False
.',.e,False
what's,whates,False
prince's,princees,False
i'll,iell,False
he'll,heell,False
there's,therees,False
'tis,etis,False
usurer's,usureres,False
lieutenant's,lieutenantes,False
that's,thates,False
'twas,etwas,False
you'll,youell,False
i'll,iell,False
prince's,princees,False
i'll,iell,False
where's,wherees,False
what's,whates,False
overjoy'd,overjoyed,False
bird's,birdes,False
bird's,birdes,False
prince's,princees,False
world's,worldes,False
john's,johnes,False
cham's,chames,False
words',wordse,False
here's,herees,False
i',ie,True
i'll,iell,False
'tis,etis,False
father's,fatheres,False
ne'er,neeer,False
grace's,gracees,False
there's,therees,False
hercules',herculese,False
nights',nightse,False
lady's,ladyes,False
brother's,brotheres,False
friend's,friendes,False
hero's,heroes,False
i'll,iell,False
that's,thates,False
i'll,iell,False
i'll,iell,False
i'll,iell,False
hush'd,hushed,False
we'll,weell,False
we'll,weell,False
there's,therees,False
that's,thates,False
sheeps',sheepse,False
men's,menes,False
all's,alles,False
hero's,heroes,False
is't,iset,False
ta'en,taeen,False
that's,thates,False
'tis,etis,False
'shall,eshall,False
",'",",e",False
'that,ethat,False
?',?e,False
she'll,sheell,False
'i,ei,False
",'",",e",False
'by,eby,False
.',.e,False
'o,eo,False
!',!e,False
she's,shees,False
a',ae,True
'tis,etis,False
he'll,heell,False
'fore,efore,False
a',ae,True
that's,thates,False
another's,anotheres,False
that's,thates,False
'tis,etis,False
'tis,etis,False
she's,shees,False
knife's,knifees,False
'against,eagainst,False
",'",",e",False
there's,therees,False
'i,ei,False
",'",",e",False
that's,thates,False
overheard'st,overheardest,False
ripen'd,ripened,False
i'll,iell,False
cupid's,cupides,False
pleasant'st,pleasantest,False
lov'd,loved,False
fram'd,framed,True
woman's,womanes,False
self-endear'd,self-endeared,False
featur'd,featured,True
fair-fac'd,fair-faced,False
cover'd,covered,True
i'll,iell,False
priz'd,prized,False
i'll,iell,False
she's,shees,False
lim'd,limed,False
condemn'd,condemned,True
i'll,iell,False
you'll,youell,False
cupid's,cupides,False
there's,therees,False
a',ae,True
barber's,barberes,False
barber's,barberes,False
a',ae,True
that's,thates,False
youth's,youthes,False
'tis,etis,False
what's,whates,False
what's,whates,False
leonato's,leonatoes,False
man's,manes,True
word's,wordes,False
prince's,princees,False
prince's,princees,False
a',ae,True
prince's,princees,False
prince's,princees,False
'tis,etis,False
prince's,princees,False
'r,er,True
a',ae,True
on't,onet,False
'r,er,True
fellows',fellowse,False
leonato's,leonatoes,False
fool's,fooles,False
a',ae,True
a',ae,True
'twas,etwas,False
pharaoh's,pharaohes,False
bel's,beles,False
hero's,heroes,False
mistress',mistresse,False
o'er,oeer,False
prince's,princees,False
a',ae,True
you'll,youell,False
men's,menes,False
we'll,weell,False
i'll,iell,False
troth's,trothes,False
cousin's,cousines,False
i'll,iell,False
gown's,gownes,False
i',ie,True
milan's,milanes,False
troth's,trothes,False
o',oe,True
on't,onet,False
'twill,etwill,False
'saving,esaving,False
:',:e,False
i'll,iell,False
'the,ethe,False
?',?e,False
'tis,etis,False
clap's,clapes,False
'light,elight,False
o',oe,True
;',;e,False
i'll,iell,False
o',oe,True
you'll,youell,False
'tis,etis,False
o'clock,oeclock,False
'tis,etis,False
there's,therees,False
heart's,heartes,False
there's,therees,False
prick'st,prickest,False
by'r,byer,False
duke's,dukees,False
an't,anet,False
'tis,etis,False
worship's,worshipes,False
ha',hae,False
ta'en,taeen,False
'when,ewhen,False
.',.e,False
i',ie,True
god's,godes,False
i',ie,True
i'll,iell,False
here's,herees,False
she's,shees,False
vanquish'd,vanquished,False
you'll,youell,False
'forehand,eforehand,False
show'd,showed,False
seem'd,seemed,False
pamper'd,pampered,True
dishonour'd,dishonoured,False
prince's,princees,False
hero's,heroes,False
hero's,heroes,False
talk'd,talked,False
talk'd,talked,False
confess'd,confessed,False
nam'd,named,False
plac'd,placed,False
i'll,iell,False
man's,manes,True
wish'd,wished,True
griev'd,grieved,True
nature's,naturees,False
beggar's,beggares,False
mir'd,mired,False
'no,eno,False
?',?e,False
lov'd,loved,False
prais'd,praised,False
attir'd,attired,True
confirm'd,confirmed,True
confirm'd,confirmed,True
barr'd,barred,True
lov'd,loved,False
wash'd,washed,True
mark'd,marked,True
appear'd,appeared,False
seek'st,seekest,False
accus'd,accused,True
convers'd,conversed,False
maintain'd,maintained,False
awak'd,awaked,False
family's,familyes,False
maintain'd,maintained,False
accus'd,accused,True
excus'd,excused,False
lack'd,lacked,False
apparell'd,apparelled,False
liv'd,lived,True
levell'd,levelled,False
lady's,ladyes,False
'tis,etis,False
prolong'd,prolonged,False
man's,manes,True
we'll,weell,False
that's,thates,False
'fore,efore,False
that's,thates,False
prince's,princees,False
prince's,princees,False
prince's,princees,False
leonato's,leonatoes,False
god's,godes,False
where's,wherees,False
prince's,princees,False
'tis,etis,False
lov'd,loved,False
overwhelm'd,overwhelmed,False
'hem',eheme,False
'tis,etis,False
men's,menes,False
man's,manes,True
speak'st,speakest,False
wrong'd,wronged,True
forc'd,forced,True
fram'd,framed,True
i'll,iell,False
kill'd,killed,False
kill'st,killest,False
that's,thates,False
i'll,iell,False
lov'd,loved,False
slander'd,slandered,False
'tis,etis,False
daughter's,daughteres,False
charg'd,charged,False
i',ie,True
calf's-head,calfes-head,False
knife's,knifees,False
i'll,iell,False
'true,etrue,False
",'",",e",False
'a,ea,True
.',.e,False
'no,eno,False
",'",",e",False
'a,ea,True
.',.e,False
'right,eright,False
",'",",e",False
'a,ea,True
.',.e,False
'nay,enay,False
",'",",e",False
'a,ea,True
.',.e,False
'just,ejust,False
",'",",e",False
'it,eit,False
.',.e,False
'nay,enay,False
",'",",e",False
'the,ethe,False
.',.e,False
'certain,ecertain,False
",'",",e",False
'a,ea,True
.',.e,False
'nay,enay,False
",'",",e",False
'he,ehe,False
.',.e,False
'that,ethat,False
",'",",e",False
'for,efor,False
there's,therees,False
there's,therees,False
.',.e,False
man's,manes,True
bull's,bulles,False
benedick's,benedickes,False
'here,ehere,False
!',!e,False
i'll,iell,False
ne'er,neeer,False
brother's,brotheres,False
what's,whates,False
there's,therees,False
what's,whates,False
hero's,heroes,False
master's,masteres,False
utter'd,uttered,False
compos'd,composed,True
fram'd,framed,True
lov'd,loved,False
kill'd,killed,False
daughter's,daughteres,False
'twas,etwas,False
sinn'd,sinned,False
he'll,heell,False
that's,thates,False
pack'd,packed,False
hir'd,hired,True
god's,godes,False
god's,godes,False
there's,therees,False
i'll,iell,False
we'll,weell,False
greyhound's,greyhoundes,False
fencer's,fenceres,False
'lady',eladye,False
'baby,ebaby,False
",'",",e",False
'scorn,escorn,False
",'",",e",False
'horn,ehorn,False
",'",",e",False
'school,eschool,False
",'",",e",False
'fool,efool,False
",'",",e",False
'then',ethene,True
'suffer,esuffer,False
",'",",e",False
there's,therees,False
yonder's,yonderes,False
uncle's,unclees,False
prey'd,preyed,False
leonato's,leonatoes,False
speed's,speedes,False
render'd,rendered,False
accus'd,accused,True
enforc'd,enforced,True
mask'd,masked,True
promis'd,promised,False
brother's,brotheres,False
confirm'd,confirmed,True
'tis,etis,False
what's,whates,False
conjoin'd,conjoined,True
determin'd,determined,True
brother's,brotheres,False
i'll,iell,False
here's,herees,False
what's,whates,False
we'll,weell,False
leap'd,leaped,False
father's,fatheres,False
she's,shees,False
liv'd,lived,True
lov'd,loved,False
defil'd,defiled,True
liv'd,lived,True
i'll,iell,False
hero's,heroes,False
deceiv'd,deceived,False
'tis,etis,False
i'll,iell,False
't,et,False
here's,herees,False
fashion'd,fashioned,True
here's,herees,False
cousin's,cousines,False
here's,herees,False
i'll,iell,False
a',ae,True
let's,letes,False
wives',wivese,False
we'll,weell,False
ta'en,taeen,False
i'll,iell,False
man's,manes,True
wit's,wites,False
ask'd,asked,False
receiv'd,received,True
embolden'd,emboldened,False
reign'd,reigned,False
apparell'd,apparelled,False
raz'd,razed,False
inflam'd,inflamed,True
touch'd,touched,True
cupid's,cupides,False
death's,deathes,False
remember'd,remembered,False
life's,lifees,False
i'll,iell,False
'tis,etis,False
say'd,sayed,False
say'd,sayed,False
mother's,motheres,False
he's,hees,False
men's,menes,False
lov'd,loved,False
stor'd,stored,False
he's,hees,False
you're,youere,False
finger'd,fingered,True
play'd,played,False
that's,thates,False
time's,timees,False
expir'd,expired,False
'twould,etwould,False
he's,hees,False
others',otherse,False
copp'd,copped,True
throng'd,thronged,False
man's,manes,True
't,et,False
earth's,earthes,False
law's,lawes,False
we'll,weell,False
you're,youere,False
mother's,motheres,False
parent's,parentes,False
murder's,murderes,False
cropp'd,cropped,False
i'll,iell,False
you're,youere,False
here's,herees,False
here's,herees,False
'tis,etis,False
well-experienc'd,well-experienced,False
ne'er,neeer,False
'prince,eprince,False
.',.e,False
pistol's,pistoles,False
i'll,iell,False
dull-ey'd,dull-eyed,False
us'd,used,True
day's,dayes,False
pleasure's,pleasurees,False
other's,otheres,False
'gainst,egainst,False
he's,hees,False
he'll,heell,False
he'll,heell,False
o'erspread,oeerspread,False
vanquish'd,vanquished,False
punish'd,punished,False
ne'er,neeer,False
flatter'd,flattered,False
o'erlook,oeerlook,False
lading's,ladinges,False
mov'd,moved,False
prince's,princees,False
know'st,knowest,False
mak'st,makest,False
speak'st,speakest,False
minister'st,ministerest,False
know'st,knowest,False
seem'd,seemed,False
know'st,knowest,False
'tis,etis,False
seem'd,seemed,False
tyrants',tyrantse,False
princes',princese,False
he'll,heell,False
't,et,False
war's,wares,False
reprov'st,reprovest,False
i'll,iell,False
we'll,weell,False
i'll,iell,False
i'll,iell,False
subjects',subjectse,False
i'll,iell,False
wisdom's,wisdomes,False
i'll,iell,False
we'll,weell,False
ne'er,neeer,False
show'dst,showedst,False
subject's,subjectes,False
'tis,etis,False
king's,kinges,False
seal'd,sealed,True
he's,hees,False
unlicens'd,unlicensed,True
i'll,iell,False
judg'd,judged,False
err'd,erred,False
sinn'd,sinned,False
he'd,heed,True
shipman's,shipmanes,False
hang'd,hanged,False
he's,hees,False
'scap'd,escaped,False
i'll,iell,False
others',otherse,False
'twill,etwill,False
they're,theyere,False
mischief's,mischiefes,False
topp'd,topped,True
i'll,iell,False
i'll,iell,False
o'er,oeer,False
strew'd,strewed,False
kiss'd,kissed,False
ne'er,neeer,False
wonder'd,wondered,False
adorn'd,adorned,False
another's,anotheres,False
stor'd,stored,False
scorn'd,scorned,True
'tis,etis,False
defil'd,defiled,True
starv'd,starved,True
lov'd,loved,False
hunger's,hungeres,False
plenty's,plentyes,False
where's,wherees,False
bring'st,bringest,False
stuff'd,stuffed,True
glory's,gloryes,False
that's,thates,False
display'd,displayed,True
speak'st,speakest,False
's,es,True
untutor'd,untutored,True
ground's,groundes,False
fir'd,fired,True
stuff'd,stuffed,True
stor'd,stored,False
starv'd,starved,True
we'll,weell,False
ne'er,neeer,False
we'll,weell,False
pass'd,passed,False
i'll,iell,False
stay'd,stayed,True
others',otherse,False
prince',princee,False
there's,therees,False
wrack'd,wracked,False
tir'd,tired,True
wash'd,washed,True
he'll,heell,False
i'll,iell,False
they're,theyere,False
ne'er,neeer,False
a',ae,True
o',oe,True
they've,theyeve,False
what's,whates,False
y',ye,True
us'd,used,True
here's,herees,False
here's,herees,False
't,et,False
throng'd,thronged,False
we'll,weell,False
moreo'er,moreoeer,False
i'll,iell,False
'scape,escape,True
i'll,iell,False
i'll,iell,False
day's,dayes,False
i'll,iell,False
wife's,wifees,False
here's,herees,False
man's,manes,True
'twill,etwill,False
't,et,False
'tis,etis,False
'tis,etis,False
giv'st,givest,False
'keep,ekeep,False
'twixt,etwixt,False
;',;e,False
'for,efor,False
sav'd,saved,True
!'t,!et,False
.',.e,False
lov'd,loved,False
calm'd,calmed,False
't,et,False
't,et,False
's,es,True
father's,fatheres,False
's,es,True
lov'd,loved,False
you'd,youed,False
sovereign's,sovereignes,False
i'll,iell,False
i'll,iell,False
do'e,doee,False
't,et,False
'twas,etwas,False
you'll,youell,False
cloth'd,clothed,False
we'll,weell,False
i'll,iell,False
i'll,iell,False
beauty's,beautyes,False
merit's,merites,False
'tis,etis,False
'tis,etis,False
i'll,iell,False
arm'd,armed,True
that's,thates,False
conquer'd,conquered,False
what's,whates,False
that's,thates,False
that's,thates,False
's,es,True
deliver'd,delivered,False
wither'd,withered,True
that's,thates,False
practis'd,practised,False
honour'd,honoured,False
opinion's,opiniones,False
we'll,weell,False
you're,youere,False
than's,thanes,False
day's,dayes,False
'tis,etis,False
you're,youere,False
labour'd,laboured,False
o',oe,True
honour'd,honoured,False
he's,hees,False
he's,hees,False
king's,kinges,False
father's,fatheres,False
son's,sones,False
time's,timees,False
he's,hees,False
that's,thates,False
stor'd,stored,False
mistress',mistresse,False
kill'd,killed,False
wonder'd,wondered,False
women's,womenes,False
you'll,youell,False
address'd,addressed,False
soldier's,soldieres,False
ladies',ladiese,False
ask'd,asked,False
'twas,etwas,False
perform'd,performed,False
that's,thates,False
grace's,gracees,False
that's,thates,False
liv'd,lived,True
shrivell'd,shrivelled,False
ador'd,adored,False
'twas,etwas,False
heaven's,heavenes,False
'tis,etis,False
curs'd,cursed,True
ground's,groundes,False
we'll,weell,False
we'll,weell,False
resolv'd,resolved,True
's,es,True
death's,deathes,False
know'st,knowest,False
honour's,honoures,False
where's,wherees,False
minute's,minutees,False
expir'd,expired,False
he's,hees,False
we'll,weell,False
she'll,sheell,False
'tis,etis,False
she'll,sheell,False
diana's,dianaes,False
vow'd,vowed,True
they're,theyere,False
dispatch'd,dispatched,False
daughter's,daughteres,False
she'll,sheell,False
'tis,etis,False
she's,shees,False
't,et,False
delay'd,delayed,False
grace's,gracees,False
music's,musices,False
what's,whates,False
'tis,etis,False
king's,kinges,False
aim'd,aimed,False
bewitch'd,bewitched,True
relish'd,relished,False
honour's,honoures,False
he's,hees,False
honour's,honoures,False
e'er,eeer,False
't,et,False
i'll,iell,False
i'll,iell,False
rul'd,ruled,False
join'd,joined,False
i'll,iell,False
pleas'd,pleased,False
't,et,False
't,et,False
o'er-fed,oeer-fed,False
mouse's,mousees,False
oven's,ovenes,False
e'er,eeer,False
what's,whates,False
i'll,iell,False
t',te,True
'em,eem,False
'our,eour,False
dream'd,dreamed,False
?',?e,False
neptune's,neptunees,False
fortune's,fortunees,False
call'd,called,False
seaman's,seamanes,False
queen's,queenes,False
here's,herees,False
blust'rous,blusterous,True
e'er,eeer,False
prince's,princees,False
't,et,False
that's,thates,False
hallow'd,hallowed,True
coffin'd,coffined,False
o'erwhelm,oeerwhelm,False
caulk'd,caulked,False
i'll,iell,False
i'll,iell,False
't,et,False
ne'er,neeer,False
endur'd,endured,False
there's,therees,False
minister'd,ministered,False
'pothecary,epothecary,False
earth',earthe,False
'tis,etis,False
'tis,etis,False
compell'd,compelled,False
'tis,etis,False
o'er,oeer,False
pour'd,poured,False
restor'd,restored,False
ne'er,neeer,False
'tis,etis,False
let's,letes,False
't,et,False
'tis,etis,False
whate'er,whateeer,False
'tis,etis,False
sea's,seaes,False
o'ercharg'd,oeercharged,False
'tis,etis,False
'tis,etis,False
'tis,etis,False
caulk'd,caulked,False
toss'd,tossed,False
what's,whates,False
balm'd,balmed,False
entreasur'd,entreasured,False
i',ie,True
e'er,eeer,False
liv'st,livest,False
chanc'd,chanced,False
overpress'd,overpressed,False
stirr'st,stirrest,False
entranc'd,entranced,False
'gins,egins,False
life's,lifees,False
where's,wherees,False
look'd,looked,True
honour'd,honoured,False
expir'd,expired,False
pleas'd,pleased,False
bless'd,blessed,True
'tis,etis,False
nam'd,named,False
manner'd,mannered,True
people's,peoplees,False
reliev'd,relieved,True
't,et,False
unscissar'd,unscissared,False
't,et,False
we'll,weell,False
e'en,eeen,False
o',oe,True
mask'd,masked,True
lord's,lordes,False
shipp'd,shipped,True
deliver'd,delivered,False
ne'er,neeer,False
diana's,dianaes,False
that's,thates,False
arriv'd,arrived,False
welcom'd,welcomed,False
train'd,trained,True
gain'd,gained,False
marina's,marinaes,False
treason's,treasones,False
't,et,False
weav'd,weaved,True
cleon's,cleones,False
't,et,False
'tis,etis,False
i',ie,True
i',ie,True
i'll,iell,False
't,et,False
mistress',mistresse,False
resolv'd,resolved,True
resolv'd,resolved,True
favour's,favoures,False
chang'd,changed,False
i'll,iell,False
'tis,etis,False
i'll,iell,False
't,et,False
'good,egood,False
!',!e,False
endur'd,endured,False
'ha,eha,False
!',!e,False
'wilt,ewilt,False
?',?e,False
kill'd,killed,False
kill'd,killed,False
't,et,False
't,et,False
favour'd,favoured,False
show'd,showed,False
let's,letes,False
seiz'd,seized,False
